Author,Comment,Guesses
Fabiano Bittencourt,"Great vid. I'll go with 647<comma>5 pounds! Cheers from Brazil.?",647
TeenCorn,"I'm going to say 586lbs?",586
Jeff george,"689 pounds?",689
fauxfreshness,"5 gain pedals and a tuner?  Really<comma> the only problem is that you wasted space where a 6th gain pedal could have been...  ;-)?",
Yesidoplaytheguitar,"615 pounds which is about 279 kg (thank you google. You English folk really need to start using the metric system :p). I hope i haven't offended anyone with my guess<comma> you're all beautiful people!?",615
Random Studios,"My guess is 604.8 Lbs good luck to everyone else!?",604
Greg Walton,"649 lbs?",649
Gabe Villa,"I guess 735 lbs.?",735
griffin scherma,"650 pounds!?",650
Robert Costa,"682 Lbs...?",682
Pieter Wijk,"628 lbs?",628
Max Jacobs,"640 pounds?",640
Irish Free Runner,"178 - Lee\n198 - Rob\n208 - Bea\n-----\n584 pounds\n????????",584
Cain,"Lee is 160\nChappers is 230\nRabea is 260\nTotal weight 650 lbs?",650
Jasper Eads,"Lee - 175 : Rob - 210 : Bea - 250 \nTotal weight - 635?",635
Jordan Keel,"combined weight of 666lbs (obviously this will win me only the devilish distortion board)?",666
barak weis,"I think all of you  together its a 550 pounds?",550
teginge,"my guess 681 pounds.?",681
Phil Jones,"630lbs:\n\nLee - 168\nChappers - 210\nBea - 252?",630
Kamikaza's Videos,"687?",687
Flavio Reyes,"625 pounds........?",625
Ritzrock ritland,"690<comma>8 Pounds?",690
Eddie Reid,"697 is my guess!!?",697
Bruce Price,"680 Pounds?",680
Mike Williams,"720 pounds?",720
Colin Paterson,"Hi<comma> My guess is 697 lbs?",697
Brandon Parris,"674lbs.?",674
Infected Toilet Records/Mansion Of Lost Spirits Records,"I would guess 653lbs?",653
Stiv Isaj,"Rob 230<comma> Lee 184<comma> Rabea 280 = 694?",694
Dan Peterson,"I'm going to guess 718 pounds hopefully?",718
AaronW,"Lee 200 rob 278 bea 299 all 777 i think?",777
zxLOTUSEATERxz,"714 lbs?",714
Tommy Andersson,"706 pounds?",706
Andy Rowsell,"683.2lbs !! Great idea as always guys! :)?",683
MRandall25,"638 lbs.?",638
User Name928374,"My guess is 714 lb (competition)?",714
Jovanoski Nikolce,"641 pounds..?",641
Fong Ly,"833lbs?",833
Pepe,"711 lbs?",711
EVO 0930,"I would have to say 735 pounds?",735
CrankMetal22,"Rob: 220 pounds\nLee: 176 pounds\nRebea: 290 pounds\n\nIn total 686 pounds?",686
Fr?d?ric L. Carr?,"645 Lbs?",645
Casey Boyd,"I think it's 647 lbs.\n..Breatheeee<comma> breatheee in the airrr..?",647
Hey Steve,"644 pounds?",644
Tommy Wild,"672.5 lbs?",672
Spike132544,"673 lbs... Boom.?",673
Rajiv Toillon,"I'll say approximately 650 lbs. Anyway<comma> I love your videos keep up the good work guys !?",650
Lemonpi3,"Combined Weight: 665lbs\nAlso lbs is how you write weight haha\nedit: muscle weighs twice as much as fat :P?",665
ROCOMANGUY,"684?",684
Jeff Jones,"690lbs?",690
Abby MacDonald,"693 pounds?",693
Casey Sliger,"720 pounds?",720
Kelly Moser,"650 pounds?",650
Alex Hayes,"632.5 pounds!?",632
Levx Music,"660.4 lbs?",660
Sam Labbato,"647lbs.?",647
7hink1,"671 pounds. Seems heavy but I'm sticking with it.?",671
Nathan Fugard,"587 lb?",587
Rurin ML,"601.8!?",601
Ned Dan,"700lbs?",700
Nosgoath,"556 is my guess :)?",556
Rob Cavanagh,"658 pounds!?",658
mark dangerfield,"635 pounds!!?",635
arnoldinshorts,"Total:724 Pounds?",724
Sandesh Sookun,"672 pounds?",672
Jerrod Rushford,"I have question. \nI have an orange cr120 head that has wonderful cleans but the distortion doesn't exceed as well as I'd like. And I was wondering if getting pedals would beef that up. \nI have no pedals in my rig and I'd like to have recommendations or tips to fix my tone issues. \nThank you all so much for reading.?",
Stephan Rose,"641 lbs?",641
Strakk2029,"Lee: 178\nRob: 211\nBea: 252\nTotal:   641 pounds?",641
maejima6100,"Total Weight is 662 Pounds!?",662
Reece Phillips,"644 pounds?",644
Charlie Finn,"650lbs?",650
Micah Cottrell,"600 pounds?",600
Johnatan Stein,"584.22499479025 pounds?",584
Brian Cartwright,"670 pounds!?",670
Nate Popodi,"I'm thinking about 690.?",690
TheHugoyt,"633 pounds !?",633
wayne axelson,"672 Lbs. total.?",672
DAUGAARD Thomas,"620<comma>7 Pounds is the correct answer ;o)?",620
Mrfrosfrin,"690 pounds?",690
Dim Dum,"689 pounds??",689
Kirk Morrison,"705.55 lbs?",705
Greg Luce,"after a well calculated algorithm im gonna say 681 pounds?",681
5thgendj,"Going with 687 lbs. \nCarry on gentlemen<comma> Peace!?",687
tommy jesters,"The TOTAL weight  654lb?",654
Pongtsu Jamir,"694.5 lbs.?",694
Michael Rendon,"821 lbs?",821
George Hill,"644 pounds?",644
Nick Halewijn,"628.8 lbs is my guess! And Bea's description was too funny haha?",628
Mi?osz Witak,"615 Ibs?",615
Danny Fisher,"630 total.?",630
SixMarViN,"680 pounds?",680
Joey Gaither,"700lb ? keep up the great videos as well as great attitudes!?",700
Mike Foster,"661 lbs?",661
Cloudeater,"I would say 707 lbs?",707
Robbivlogz,"665 lbs to the guys over at andertons?",665
exotic pug,"656?",656
Max Garcia,"550 pounds?",550
Guido Spork,"Just for the fun of it<comma> I'd say the total weight of you 3 guys is 672.4 lbs?",672
teddy33131,"i'm saying 642?",642
Josh Harrelson,"695 pounds boys?",695
Barry Aldrich,"690 lbs?",690
rmmpool,"675?",675
H8nDiscontent,"My guess is a slim 641.5 pounds combined weight.?",641
macbrahms,"633 pounds I guess?",633
john engdahl,"745?",745
George Denton,"610 lbs?",610
Jesusbartlett1997,"Going with 691 lbs.?",691
Hamada El Mansour,"194 for  Chaps + 161 for Lee +  210 for Bea = 565 pounds maybe??",565
Harry Andrew,"613lbs?",613
Larry Zeiders,"great vid<comma> my guess : \n\n675 lbs.?",675
gtiman67,"I will guess 595 lbs? Lee 145 + Rob 210 + Robare 240\ngreat videos I'm in Florida and LOVE my GTI plus play guitar and discovered your CHANNEL by accident... BUT glad I did? keep em coming?",595
spidi150,"600 pounds?",600
Kyle Creamer,"I'm gonna go with 725 lbs?",725
Craig David,"this has literally replaced top gear for me?",
~Edward H~,"I predict 691 Pounds. :}?",691
Cade Deakin,"My guess is 760 lbs?",760
Jesse gimo,"600 pounds?",600
John Schwarzkopf,"705 poundage?",705
Imhof Balu,"692 lbs?",692
Nicol? Arcuti,"667 lbs!?",667
Ofek Dinisman,"639lb 5.449792oz?",639
Paul Christensen,"Gonna go with 680 lbs come on dimebag!?",680
Joey Mcgowan,"combined the 3 of you make up a hefty 658 pound ultra guitar man.?",658
Juan Cordoba,"My guess is 623 pounds?",623
Kyle Norman,"About 710  lbs\nCap = 189 lbs\nRob = 231 lbs\nBea = 290 lbs?",710
Quico Cespedes,"630 pounds in total :)\nLet me have theeeeem?",630
Bobby Groesbeck,"554 Pounds?",554
Carlos Reyes,"720 lbs total = lee 180+rob 250+ bea 290?",720
Majesty Dragonic Blaster,"650.363673 lbs :')))?",650
JUVELEO,"Lee: 140 pounds\nRabea: 240 pounds\nRob: 175 pounds?",
Proteus,"Rob - 230 lb. Captain - 180 lb. Bea- 290 lb. so in total = 700 lb. (?)?",700
Mike Banzet,"I'm guessing 696 lbs.?",696
jakkalfromvalhalla,"I know! 650.364 lbs.\n\nIf you really had wanted to be fair<comma> you should have requested weights to be expressed in the ancient unit of mass<comma> the Talent.?",650
surgeyX,"605 Lbs?",605
AlexanderCurran,"590 pounds?",590
thedjman444,"hey rob<comma> my guess is 562 pounds?",562
Ethan Gump,"630 lbs?",630
JoeyRockerTV,"666 pounds.?",666
Andy Precious,"700 pounds?",700
bodima,"602 i guess?",602
simmah1,"Combined weight of 664lbs. Hope it's not much Mooer than that!?",664
Aaron Pedain,"I'd guess around 746.?",746
UndoubtedKris,"602 lbs?",602
Dr Gold,"496 pounds is my guess?",496
Billias Rockas,"617-640 pounds :P?",617
Joshua Kelly,"I'll say 692 lbs... assuming someone didn't already say it before me.?",692
julieta santiago,"735 pounds?",735
Stephen Sinagoga,"648lbs?",648
Blitz TV,"716 pounds?",716
Futurehero2009,"672?",672
Verner Villikka,"I'm going to guess 640.?",640
Mr. Sifter123,"445lbs?",445
Oliver Cerezo,"700 lbs?",700
harrybakesXD,"I'm gonna guess 614 pounds?",614
Mac Charalambous,"725 pounds?",725
Ruggero Franz,"Tot: 617.5 pounds?",617
Quinn  Shoreman,"I'm saying 645 pounds?",645
Daniel ?DIRG? Rangel,"I'm going to say 768 pounds! OMG i really hope i can win!?",768
JeffreyBrosef,"My guess is 666.6 lbs.  \m/?",666
lazanga21,"697 pounds?",697
Savino Rojas,"665 pounds?",665
Max Foulkes,"595.248 lb                                        have my babies?",595
Emil Eklund,"610 pounds?",610
NeverStop Longboarding,"702 pounds??",702
MisterManuva,"I'm guessing it is around 700 pounds.?",700
Elias Frisk,"717 lbs?",717
benedict lamb osullivan,"707?",707
Sinan Ozcelik,"I'll go with 705 pounds?",705
29marci,"I would say 710?",710
Gabriel Perez,"570 lb?",570
Joao Repolho,"My guess is 634<comma>93 pounds!?",634
Alex Seicean,"650 pounds is my guess!?",650
Richo Andy,"Supercalifragilisticexpialidocious : 615 lbs :))?",615
turnerdeT,"I would say 640 pounds.?",640
InLostMotion,"Total of 687lbs! Rebea: 284lbs Captian: 172lbs Chappers: 231lbs.?",687
Andy Kurtz,"660 pounds?",660
77smk77,"606 pounds.?",606
Cory Swaink,"590 pounds<comma> 42 Stone<comma> or 267 Kilo.?",590
Thomas Solvang,"673 pounds!?",673
Dominic Blizz,"695 pounds?",695
Eoghan Bradley,"I'm guessing the combined weight id 644lbs.?",644
nmurdock012,"635 lbs?",635
DasOmen02,""I'm 6'1<comma> tonnes of fun<comma> and a fat cunt" hahaha. My guess is about 670 lbs combined total (which is about 304 kg and 48 stone)?",670
Ieuan Williams,"661?",661
TheMatiaszuk,"623 lbs my guess is?",623
AdamonfireXMX,"I lay claim to 693 pounds. love ya'lls videos.?",693
hub93,"665.69 lbs :D?",665
MrIndigo 39 (Kingtodd),"I dunno like 703 pounds? Btw love the channel?",703
Jak595,"587 pounds?",587
Jess Langley,"670 lbs?",670
Chris Smith,"703?",703
Guilherme Bitencourt,"714<comma>298\nThat?s my guess<comma> hope it?s not right!?",714
Armando Lopez,"666 lb?",666
Rybaq,"668 pounds :D?",668
Jammalo,"658 lbs of pure wonder and joy?",658
Konstantin Asenov,"666 pounds.?",666
Dhr Willemsen,"660 LBS Thats my guess.?",660
Triston Hall,"746 pounds!!?",746
Ale deluca,"My guess: 653 pounds?",653
Andre Botelho,"684 lbs?",684
Erik Schancke,"579.8 pounds?",579
mathewseigler,"690 pounds??",690
Justin Gabriel,"701 lbs?",701
kieran10G,"685 lbs?",685
Jordy L.,"614 pounds is my guess.?",614
caeleo1,"620 pounds?",620
Curtis Smith,"604lbs am i right??",604
Harry Draper,"639.8lbs\n\nLee 13stone\nRob 15 Stone\nBea 17 Stone\nTotal = 45 Stone<comma> but I put .7 on just incase :)?",639
Ieuan Williams,"639.5 pounds?",639
PusseyPenetrator,"679 Pounds.?",679
Lennert Machiels,"571 lbs.?",571
Jebisegugl Jebemtijutub,"651 lbs?",651
Gotchi,"755 pounds?",755
Aviv Mor,"im gonna have to guess 553 pounds?",553
NCR LoneWanderer,"588 pounds I think?",588
The10000lbGorilla,"740 pounds<comma> mostly based on me and Rob having similar heights and builds and guessing at the other two.?",740
xsoccer1190,"670 imperial pounds of the realm?",670
drummerdude262,"750 lbs?",750
Will Hawboldt,"714lb?",714
Erica Fry,"635 lbs! Met Rob in Brighton a couple of months ago by accident<comma> what an ace suprise!?",635
mark melis,"639 pound?",639
Erica Fry,"635 lbs! Met Rob in Brighton a couple of months ago by accident<comma> what an ace suprise!?",635
TheFissnoc,"714 lbs<comma> 6 oz?",714
L?szl? T?th,"603 pounds?",603
Benjamin Li,"I'm gonna guess 666 pounds?",666
sean young,"750 lbs?",750
Mateusz Madej,"610 pounds.?",610
Franklin T,"665 lb.?",665
Rory Kenny,"Total is 715!!! REMEMBER DELIVERY FREE?",715
Karl-Martin Klooster,"I say 727 lbs.\n\nWish me luck you bastards :D?",727
Amos Gilding,"635 lb?",635
Rodrigo Bustamante Cruz,"682 pounds brah?",682
Googil Plus,"620 pounds?",620
Daniel Martin,"573 Lbs?",573
Matt Hubert,"692 pounds.?",692
Rory Padfield,"Lee 184\nRob 208\nBea 253\nTotal 645?",645
JaredHasNoBrain,"420 pounds....?",420
Jan Czarnecki,"683 pounds (ROUGHLY)?",683
Jesse Beausoleil,"I'm gonna go with 595lbs.?",595
laddypad,"760 pounds?",760
Kyle Scheuer,"642 pounds.?",642
Alberto Cestonaro,"679 pounds.?",679
Aysah Spades,"667lbs go on!!?",667
Sander van Duin,"600 pounds together?",600
Frank Martin,"666 pounds?",666
Matthew Senneca,"I'll take a stab at 629.9lbs?",629
Harm Jansen,"292 kg which is 643 lbs?",643
jdubmtg,"im guessing...664lbs?",664
Richie Worrell,"I'm gonna go with... 644 pounds?",644
Evan McDonald,"I think the total is 702 pounds! Love from Milwaukee<comma> WI!?",702
Cradle1031,"720lbs?",720
caleb freeland,"444 pounds between the both of you.?",444
Casey Martin,"620 lbs!!!?",620
extremenhlfan10,"Id say 657 pounds?",657
Michael McCreary,"676 lbs?",676
DuaneTheSeeker,"610 lbs?",610
Bradley Cowley,"?400?",400
Cyanide,"580lbs?",580
Dominic Paraan,"I say 675 pounds\n \nawesome vid btw guys \m/?",675
nick jones,"415 pounds?",415
Diego Moraga,"620 pounds in total :3?",620
Jesse McDonough,"680 LBS?",680
Chris Pearce,"I'll take a guess at 597lbs??? :-)?",597
Tanner Dewberry,"652?",652
Marcus Eng,"I reckon 595 pounds?",595
Andrewaitchison1,"615lbs. Good lord let me melt some faces with one of the boards!!!?",615
Thomas Watson,"672 pounds?",672
Melissa Jeffrey,"668 pounds :)?",668
Logan Hoots,"560 pounds!?",560
Robert Greene,"652?",652
blackpanther8716,"672 LBs?",672
j3llyman7,"I'm going with 620?",620
Bowling Penguin,"693lbs?",693
mrj0rgensen,"593 pounds?",593
Keven Perez,"625 lbs! \n\nHope I win!?",625
Brad Coyne,"673 poundsssss?",673
glomper99,"638lb?",638
yugenotaht,"Looks like most people are in the same ballpark. I'll go with 652 lbs.?",652
Michael D'Amico,"701?",701
Sam Datema,"706 pounds?",706
19Luke89,"729 pounds.?",729
shahmeer noori,"647 pounds?",647
santiago garcia,"668 pounds!! i guess...\ngreatings!!?",668
Andrew Barker,"705 lbs!?",705
Matt Dell,"630lbs?",630
Regekuangel,"I'm going with 710 lbs. thanks guys!?",710
BEN BOSS,"594 lbs?",594
Walmat Wall,"My best guess is 650 pounds for all three of you.\nCheers?",650
ckextreme,"665 Lbs?",665
GetREKT,"670 Pounds :)?",670
CharlesT44,"658 pounds!?",658
Fr?d?rick Lejeune,"My guess is : -Lee: 154 Pounds\n                        -Rob: 181 Pounds\n                        -Bea: 293 Pounds\n                    TOTAL: 628 Pounds !\nNice video guys<comma> that was a cool challenge ! :D  \nI hope that im gonna win !?",628
Jack Cone,"734 pounds?",734
Worlds Okayest Guitar Player,"Guessing around 553 pounds \nGood luck to all!?",553
l Lummox l,"607 pounds?",607
Jack Sweeney,"my guess is 623 lbs?",623
danmessick,"650 Pounds?",650
Stian Ekeland,"Im guessing 661.3 pounds?",661
Ruebinok,"And so I will say...666lbs?",666
JMC,"666 lbs!?",666
Ethan Jelley,"645 pounds?",645
Zoltan Balint,"682.2221 pounds!?",682
Teej,"688 lbs?",688
Harry Younger,"655 lbs!?",655
kit law,"552 pounds??",552
Steve Dwight,"616?",616
Talvin Reece,"632<comma>3 lbs?",632
Wybe Wiersma,"594 lbs?",594
Conor Mckeown,"700 pounds. Have I missed something??",700
Daniel Ferreira de Araujo,"723 pounds.?",723
John Calcott,"644?",644
TBirdJr68,"I'll go with 732 lbs?",732
Tom Janssen,"613 lbs?",613
Jared Morley,"610 pounds total?",610
hammetfrk,"673 lbs?",673
DuggyGames,"gonna guess 630 pounds. Would love to use some pedals but can't afford them :P I would give any I don't need away at my college though.?",630
Christian D'Amico,"715lbs?",715
Jasper Van Marcke,"646 Ibs?",646
Toni Lindgren,"620 Pounds?",620
James Wright,"648 pounds?",648
Amos Bragg,"641 lbs.?",641
Good Idea,"I guess 525 Lb!?",525
speedmetal81,"730 lbs.?",730
Bluelightbandit,"730 pounds?",730
Jon G,"650 lbs?",650
titankiller37,"689 pounds?",689
Andre Duarte Silva,"628<comma>317 pounds?",628
Homestuck Lets Play,"588lb 10.14860oz i think?",588
A Priest,"688lbs combined!?",688
Joey Wheeler,"I think Rob is 210 pounds<comma> Lee is 175 pounds and Bea is 245.56 pounds. Total of 630.56 pounds. ??",630
Craig Smith,"Lee: 185\nRob:220\nBea:250\nTotal: 655?",655
Ernesto Flores,"530 pounds?",530
Ivan Zavarzin,"Oh<comma> it's one guess! 725!?",725
Cameron Knight,"635 pounds?",635
Matthijs van Hoeven,"653 pounds??",653
MrTelemag,"705 pounds!!!?",705
Amerikanskhi,"623 pounds?",623
Luke Cookson,"689 pounds?",689
ps3user131,"I'm gonna go with 665 ? I hope I'm right?",665
Pedo Bear,"638lbs! Got it?",638
gtiman67,"???? yay for gain??",
Rasmus Sj?gren,"I'm pretty sure it's 663 pounds?",663
francisco bobadilla,"665 lbs bob?",665
Filippo Th?risod,"I believe 632<comma>73 pounds?",632
IbanezNick75,"630 pounds. At least that's what Dimebag is telling me.?",630
Tim Bartlett (guitardedbowler),"I believe Chappers is about 260 lbs (hes kind of a muscular guy)<comma> the captain is probably about 160 lbs<comma> and Rabea is probably about 280 lbs so I'm going to say...\n\naround 700 lbs total?",700
RoniTiihonen,"619.5 pounds<comma> thanks in advance!?",619
adas4190,"683.433013 pounds?",683
Clint Hummel,"669lbs?",669
Andrew May,"623lbs?",623
Sam Stewart,"Lee-161lbs\nRob- 228.2lbs\nBea- 254.8lbs\n\nTOTAL= 644lbs?",644
BrotherWajo,"My guess is 671 lbs. :)?",671
nick keon,"640 lbs. That's my fairly educated guess?",640
HAGSTONEUK,"im going for 638?",638
kurt poop,"636 pounds?",636
Corrosive Fox,"Id say about 657 given the average weight of a 40 yr old is about 180?",657
Joel Aebischer,"595<comma>248 Ibs?",595
aryo jamousi,"571 lbs?",571
j3sperado,"617 pounds!?",617
Chrismayo1981,"708.9lbs.?",708
Jarod Jordan,"590 pounds?",590
Nathan Severson,"684 lbs.?",684
Vlad Lovin,"i'll say 561?",561
Wade Burgan,"570?",570
Josh Arthurs,"Lee: 170\nRob: 220\nBea: 260\nTotal 650?",650
Wesley Nijhuis,"643.4210526315789473684210526315789473 pounds?",643
Keks Brot,"643 pound?",643
Danny Wood,"676 lbs!! You guys rock!?",676
Harvey thompson,"673 lbs?",673
Ben Butler,"598 :D?",598
Ryan Rodriguez,"620 lb. Lots of love guys! <3?",620
ReD,"567 Pounds!?",567
Tom Newman,"649 pounds?",649
Bolb,"The combined weight is 623 lbs (pounds).?",623
Cameron Higgins,"644 lbs?",644
Bim Chaloner,"516.6 pounds?",516
darkragnarok21,"I'd say 666 pounds. \m/?",666
Irienito,"609.9?",609
Mark Ferguson,"649 lbs :)?",649
william Brooker,"596 pounds?",596
Jack Cunnington,"689 pounds?",689
Redweaver,"683 pounds?",683
blindCrossfire,"Total - 609.4 lbs?",609
Ryan Smith,"I would have to guess about 730 pounds for all 3 of you guys.?",730
thegeorgeniday,"680 lbs?",680
shaun perkins,"657lbs....including pocket change :)?",657
Joe Dargis,"698lb \m/?",698
iherobyt,"670 pounds seems about right \n\ncaptain: 150\nchappers: 220\nfat ****?: 300?",670
